scenario_id,scenario_name,transition_logic,source_sheet,source_row,category_id,category_original,category,domain,item,baseline_kgco2e_per_capita,L_max_adoption,k_adoption_speed,t0_inflection_year,combined_reduction_fraction,technical_reduction_fraction,behavioral_reduction_fraction,assumption_note_original,assumption_note,references,combined_reduction_recalculated,combined_reduction_difference
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,14,leisure_sport_and_culture_package_holidays,"Fritid, sport, kultur - paketresor","Leisure, sport and culture - Package holidays","Leisure, sport and culture",Package holidays,121.6209,1.0,0.2,2029,0.925,0.7,0.75,Paketresor räknas som flyg,Package holidays are treated as flights.,"Kolla summeringen. Transportstyrelsen REPORT  TSL 2024-1934, fokusera I stort sätt bara på tek reduktion. 

Men det är uppskattad att att byta transportsätt till tåg kunde man reducera flyg m upp till 20%. Morfeldt, J., Curtale, R., Kamb, A. et al (2023). Carbon footprint effects of shifting from flights to
night trains for Swedish tourism. Journal of Cleaner Production, 420.
http://dx.doi.org/10.1016/j.jclepro.2023.138321.   ",0.925,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,15,food_and_drink_bread_and_cereal_products,Mat och dryck - bröd och spannmålsprodukter,Food and drink - Bread and cereal products,Food and drink,Bread and cereal products,104.6514,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,the-agriculture-transition-building-a-sustainable-future-v8.pdf,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,16,local_transport_cars,Lokala transporter - bilar,Local transport - Cars,Local transport,Cars,104.1669,1.0,0.2,2029,0.85,0.7,0.5,50 % färre bilar 2050 men varje bil ger samma avtryck som idag,"50% fewer cars by 2050, but each car has the same footprint as today.",Se rapporten,0.85,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,17,food_and_drink_sugar_confectionery_and_desserts,"Mat och dryck - socker, konfektyr och efterrätter","Food and drink - Sugar, confectionery and desserts",Food and drink,"Sugar, confectionery and desserts",102.6101,1.0,0.2,2029,0.85,0.7,0.5,Sötsaker och fika halveras för hälsa och klimatavtryck,Sweets and fika consumption are halved for health and climate-footprint reasons.,the-agriculture-transition-building-a-sustainable-future-v8.pdf,0.85,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,18,other_consumption_furniture_furnishings_and_carpets,"Övrigt - furniture, furnishings, carpets","Other consumption - Furniture, furnishings and carpets",Other consumption,"Furniture, furnishings and carpets",93.87308,1.0,0.2,2029,0.85,0.7,0.5,Vi minskar nyinköp med 50% och produktionen blir effektivare,New purchases are reduced by 50% and production becomes more efficient.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.85,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,19,other_consumption_information_and_communication_equipment,Övrigt - informations- och kommunikationsutrustning,Other consumption - Information and communication equipment,Other consumption,Information and communication equipment,85.56549,1.0,0.2,2029,0.85,0.7,0.5,Vi minskar nyinköp med 50% och produktionen blir effektivare,New purchases are reduced by 50% and production becomes more efficient.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.85,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,20,other_consumption_medicines,Övrigt - medicines,Other consumption - Medicines,Other consumption,Medicines,85.34169,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,21,food_and_drink_ready_made_meals_and_other_food_products,Mat och dryck - färdigmat och andra livsmedelsprodukter,Food and drink - Ready-made meals and other food products,Food and drink,Ready-made meals and other food products,83.47034,0.75,0.2,2029,0.85,0.7,0.5,Färdigmaten innehåller mindre kött och mejeri,Ready-made meals contain less meat and dairy.,the-agriculture-transition-building-a-sustainable-future-v8.pdf,0.85,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,22,local_transport_passenger_transport_by_sea,Lokala transporter - passagerartransport till sjöss,Local transport - Passenger transport by sea,Local transport,Passenger transport by sea,75.27207,0.75,0.2,2029,0.7,0.7,0.0,"Sjötransport blir effektivare, och drivs mer med alt bränsle",Sea transport becomes more efficient and is increasingly powered by alternative fuels.,Kolla summeringen.,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,23,other_consumption_other_appliances_and_products_for_personal_care,Övrigt - other appliances and products for personal care,Other consumption - Other appliances and products for personal care,Other consumption,Other appliances and products for personal care,72.39924,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,24,housing_electricity,Bostaden - elektricitet,Housing - Electricity,Housing,Electricity,57.17375,1.0,0.2,2029,0.7749999999999999,0.7,0.25,mer förnybar energi och energieffektivisering av varor ger en minskning trots ökad elekrifiering,More renewable energy and energy efficiency in goods reduce emissions despite increased electrification.,Kolla summeringen.,0.7749999999999999,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,25,food_and_drink_fish_and_seafood,Mat och dryck - fisk och skaldjur,Food and drink - Fish and seafood,Food and drink,Fish and seafood,56.70087,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,26,leisure_sport_and_culture_garden_products_plants_and_flowers,"Fritid, sport, kultur - trädgårdsprodukter, växter och blommor","Leisure, sport and culture - Garden products, plants and flowers","Leisure, sport and culture","Garden products, plants and flowers",55.99662,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,27,housing_direct_emissions_from_heating,Bostaden - direkta utsläpp från uppvärmning,Housing - Direct emissions from heating,Housing,Direct emissions from heating,50.47222,1.0,0.2,2029,0.95,0.95,0.0,100 % av hushåll som eldar olja och pellets övergår till klimatsmart uppvärmning,100% of households using oil and pellets shift to climate-smart heating.,,0.95,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,28,clothing_and_shoes_shoes_and_other_footwear,Kläder och skor - skor och andra skodon,Clothing and shoes - Shoes and other footwear,Clothing and shoes,Shoes and other footwear,50.41063,1.0,0.2,2029,0.925,0.7,0.75,Vi minskar nyinköp med 75% och produktionen blir effektivare,New purchases are reduced by 75% and production becomes more efficient.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.925,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,29,other_consumption_information_and_communication_services,Övrigt - informations- och kommunikationstjänster,Other consumption - Information and communication services,Other consumption,Information and communication services,47.86256,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,30,other_consumption_household_appliances,Övrigt - household appliances,Other consumption - Household appliances,Other consumption,Household appliances,42.5664,1.0,0.2,2029,0.925,0.7,0.75,Vi minskar nyinköp med 75% och produktionen blir effektivare,New purchases are reduced by 75% and production becomes more efficient.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.925,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,31,other_consumption_goods_and_services_for_household_maintenance,Övrigt - goods and services for household maintenance,Other consumption - Goods and services for household maintenance,Other consumption,Goods and services for household maintenance,42.47462,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,32,local_transport_public_transport_and_other_combined_trips,Lokala transporter - kollektivtrafik och andra kombinationsresor,Local transport - Public transport and other combined trips,Local transport,Public transport and other combined trips,41.17072,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,33,food_and_drink_wine,Mat och dryck - vin,Food and drink - Wine,Food and drink,Wine,39.43027,1.0,0.2,2029,0.85,0.7,0.5,Vi minskar nyinköp med 50% och produktionen blir effektivare,New purchases are reduced by 50% and production becomes more efficient.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.85,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,34,leisure_sport_and_culture_recreation_and_sport_services,"Fritid, sport, kultur - rekreations- och sporttjänster","Leisure, sport and culture - Recreation and sport services","Leisure, sport and culture",Recreation and sport services,38.68849,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,35,leisure_sport_and_culture_games_toys_and_hobby_articles,"Fritid, sport, kultur - spel, leksaker och hobbyartiklar","Leisure, sport and culture - Games, toys and hobby articles","Leisure, sport and culture","Games, toys and hobby articles",38.33197,1.0,0.2,2029,0.85,0.7,0.5,Vi minskar nyinköp med 50% och produktionen blir effektivare,New purchases are reduced by 50% and production becomes more efficient.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.85,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,36,food_and_drink_oils_and_fats,Mat och dryck - oljor och fetter,Food and drink - Oils and fats,Food and drink,Oils and fats,37.36086,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,the-agriculture-transition-building-a-sustainable-future-v8.pdf,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,37,food_and_drink_fruit_and_vegetable_juices,Mat och dryck - frukt- och grönsaksjuicer,Food and drink - Fruit and vegetable juices,Food and drink,Fruit and vegetable juices,34.04544,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,the-agriculture-transition-building-a-sustainable-future-v8.pdf,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,38,local_transport_maintenance_and_repairs,Lokala transporter - underhåll och reparationer,Local transport - Maintenance and repairs,Local transport,Maintenance and repairs,33.37569,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,39,leisure_sport_and_culture_pets_and_pet_products,"Fritid, sport, kultur - sällskapsdjur och produkter för sällskapsdjur","Leisure, sport and culture - Pets and pet products","Leisure, sport and culture",Pets and pet products,30.02136,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,40,food_and_drink_tobacco,Mat och dryck - tobak,Food and drink - Tobacco,Food and drink,Tobacco,30.00426,1.0,0.2,2029,0.925,0.7,0.75,Vi minskar tobakkonsumtion m 75%,Tobacco consumption is reduced by 75%.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.925,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,41,other_consumption_accommodation_services,Övrigt - accommodation services,Other consumption - Accommodation services,Other consumption,Accommodation services,29.12607,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,42,leisure_sport_and_culture_major_durable_goods_for_leisure,"Fritid, sport, kultur - större varaktiga fritidsprodukter","Leisure, sport and culture - Major durable goods for leisure","Leisure, sport and culture",Major durable goods for leisure,28.39759,1.0,0.2,2029,0.85,0.7,0.5,Vi minskar nyinköp med 50% och produktionen blir effektivare,New purchases are reduced by 50% and production becomes more efficient.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.85,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,43,leisure_sport_and_culture_games_of_chance_betting_and_lotteries,"Fritid, sport, kultur - hasardspel: tips och lotter","Leisure, sport and culture - Games of chance, betting and lotteries","Leisure, sport and culture","Games of chance, betting and lotteries",26.75462,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,44,other_consumption_glassware_tableware_and_other_utensils,"Övrigt - glassware, tableware, other utensils","Other consumption - Glassware, tableware and other utensils",Other consumption,"Glassware, tableware and other utensils",26.46434,1.0,0.2,2029,0.85,0.7,0.5,Vi minskar nyinköp med 50% och produktionen blir effektivare,New purchases are reduced by 50% and production becomes more efficient.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.85,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,45,food_and_drink_soft_drinks,Mat och dryck - läskedrycker,Food and drink - Soft drinks,Food and drink,Soft drinks,26.06581,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,the-agriculture-transition-building-a-sustainable-future-v8.pdf,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,46,other_consumption_hairdressing_salons_and_personal_grooming_establishments,Övrigt - hairdressing salons and personal grooming establishments,Other consumption - Hairdressing salons and personal grooming establishments,Other consumption,Hairdressing salons and personal grooming establishments,25.57508,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,47,housing_imputed_rent_for_holiday_homes_other_dwellings_garages_and_storage,"Bostaden - uppskattad hyra för fritidshus o andra boenden, garage, förråd","Housing - Imputed rent for holiday homes, other dwellings, garages and storage",Housing,"Imputed rent for holiday homes, other dwellings, garages and storage",24.46403,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,48,local_transport_road_transport_services_car_pools_buses_and_taxis,"Lokala transporter - vägtransporter: bilpooler, buss, taxi","Local transport - Road transport services: car pools, buses and taxis",Local transport,"Road transport services: car pools, buses and taxis",24.06002,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,49,housing_maintenance_repair_and_security,"Bostaden - underhåll, reparation, säkerhet","Housing - Maintenance, repair and security",Housing,"Maintenance, repair and security",23.56363,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,50,leisure_sport_and_culture_equipment_for_sport_camping_and_outdoor_recreation,"Fritid, sport, kultur - utrustning för sport, camping och friluftsliv","Leisure, sport and culture - Equipment for sport, camping and outdoor recreation","Leisure, sport and culture","Equipment for sport, camping and outdoor recreation",23.05441,1.0,0.2,2029,0.85,0.7,0.5,Vi minskar nyinköp med 50% och produktionen blir effektivare,New purchases are reduced by 50% and production becomes more efficient.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.85,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,51,other_consumption_household_textiles,Övrigt - household textiles,Other consumption - Household textiles,Other consumption,Household textiles,22.88734,1.0,0.2,2029,0.85,0.7,0.5,Vi minskar nyinköp med 50% och produktionen blir effektivare,New purchases are reduced by 50% and production becomes more efficient.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.85,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,52,local_transport_spare_parts_and_accessories,Lokala transporter - reservdelar och tillbehör,Local transport - Spare parts and accessories,Local transport,Spare parts and accessories,21.64835,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,53,other_consumption_home_and_garden_tools,Övrigt - home and garden tools,Other consumption - Home and garden tools,Other consumption,Home and garden tools,20.05375,1.0,0.2,2029,0.85,0.7,0.5,Vi minskar nyinköp med 50% och produktionen blir effektivare,New purchases are reduced by 50% and production becomes more efficient.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.85,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,54,food_and_drink_coffee_and_coffee_substitutes,Mat och dryck - kaffe och kaffesurrogat,Food and drink - Coffee and coffee substitutes,Food and drink,Coffee and coffee substitutes,19.9522,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,55,other_consumption_financial_services,Övrigt - financial services,Other consumption - Financial services,Other consumption,Financial services,19.67818,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,56,local_transport_company_car_benefit,Lokala transporter - bilförmån,Local transport - Company-car benefit,Local transport,Company-car benefit,18.5096,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,57,clothing_and_shoes_other_garments_and_clothing_accessories,Kläder och skor - andra klädesplagg och klädestillbehörs,Clothing and shoes - Other garments and clothing accessories,Clothing and shoes,Other garments and clothing accessories,16.67224,1.0,0.2,2029,0.85,0.7,0.5,Vi minskar nyinköp med 50% och produktionen blir effektivare,New purchases are reduced by 50% and production becomes more efficient.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.85,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,58,food_and_drink_strong_beer,Mat och dryck - starköl,Food and drink - Strong beer,Food and drink,Strong beer,15.00377,1.0,0.2,2029,0.85,0.7,0.5,Vi minskar nyinköp med 50% och produktionen blir effektivare,New purchases are reduced by 50% and production becomes more efficient.,the-agriculture-transition-building-a-sustainable-future-v8.pdf,0.85,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,59,local_transport_rental_of_personal_transport_equipment,Lokala transporter - uthyrning av personliga transportmedel,Local transport - Rental of personal transport equipment,Local transport,Rental of personal transport equipment,14.95851,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,60,other_consumption_other_personal_effects_n_e_c,Övrigt - other personal effects n.e.c.,Other consumption - Other personal effects n.e.c.,Other consumption,Other personal effects n.e.c.,14.23978,1.0,0.2,2029,0.85,0.7,0.5,Vi minskar nyinköp med 50% och produktionen blir effektivare,New purchases are reduced by 50% and production becomes more efficient.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.85,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,61,food_and_drink_spirits,Mat och dryck - spritdrycker,Food and drink - Spirits,Food and drink,Spirits,13.04753,1.0,0.2,2029,0.85,0.7,0.5,Vi minskar nyinköp med 50% och produktionen blir effektivare,New purchases are reduced by 50% and production becomes more efficient.,the-agriculture-transition-building-a-sustainable-future-v8.pdf,0.85,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,62,local_transport_passenger_transport_by_rail_and_tram,Lokala transporter - persontransport järn- och spårväg,Local transport - Passenger transport by rail and tram,Local transport,Passenger transport by rail and tram,12.47695,1.0,0.2,2029,0.7,0.7,0.0,,,,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,63,other_consumption_jewellery_and_watches,Övrigt - jewellery and watches,Other consumption - Jewellery and watches,Other consumption,Jewellery and watches,12.24788,1.0,0.2,2029,0.85,0.7,0.5,Vi minskar nyinköp med 50% och produktionen blir effektivare,New purchases are reduced by 50% and production becomes more efficient.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.85,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,64,local_transport_bicycles,Lokala transporter - cyklar,Local transport - Bicycles,Local transport,Bicycles,11.50822,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,65,other_consumption_outpatient_dental_services,Övrigt - outpatient dental services,Other consumption - Outpatient dental services,Other consumption,Outpatient dental services,10.06935,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,66,other_consumption_other_services,Övrigt - other services,Other consumption - Other services,Other consumption,Other services,9.468639,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,67,other_consumption_medical_aids_and_maintenance,Övrigt - medical aids and maintenance,Other consumption - Medical aids and maintenance,Other consumption,Medical aids and maintenance,9.377794,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,68,leisure_sport_and_culture_cultural_services,"Fritid, sport, kultur - kulturella tjänster","Leisure, sport and culture - Cultural services","Leisure, sport and culture",Cultural services,8.467172,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,69,other_consumption_home_care_for_older_people_and_people_with_disabilities,Övrigt - home care for elderly and disabled,Other consumption - Home care for older people and people with disabilities,Other consumption,Home care for older people and people with disabilities,7.755833,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,70,leisure_sport_and_culture_newspapers_and_periodicals,"Fritid, sport, kultur - tidningar och tidskrifter","Leisure, sport and culture - Newspapers and periodicals","Leisure, sport and culture",Newspapers and periodicals,7.724998,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,71,leisure_sport_and_culture_books,"Fritid, sport, kultur - böcker","Leisure, sport and culture - Books","Leisure, sport and culture",Books,7.58624,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,72,other_consumption_other_outpatient_care_services,Övrigt - other outpatient care services,Other consumption - Other outpatient care services,Other consumption,Other outpatient care services,7.461947,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,73,housing_direct_household_emissions,Bostaden - directa utsläpp från hushåll,Housing - Direct household emissions,Housing,Direct household emissions,7.144203,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,74,food_and_drink_low_and_medium_strength_beer,Mat och dryck - öl klass I o II,Food and drink - Low- and medium-strength beer,Food and drink,Low- and medium-strength beer,6.550008,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,the-agriculture-transition-building-a-sustainable-future-v8.pdf,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,75,local_transport_parking_services,Lokala transporter - parkeringstjänster,Local transport - Parking services,Local transport,Parking services,5.832175,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,76,food_and_drink_water,Mat och dryck - vatten,Food and drink - Water,Food and drink,Water,5.704631,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,77,leisure_sport_and_culture_writing_and_drawing_materials,"Fritid, sport, kultur - skriv- och ritmaterial","Leisure, sport and culture - Writing and drawing materials","Leisure, sport and culture",Writing and drawing materials,5.603584,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,78,other_consumption_residential_care_for_older_people_and_people_with_disabilities_excluding,Övrigt - residential care for elderly and disabled (no health care),"Other consumption - Residential care for older people and people with disabilities, excluding health care",Other consumption,"Residential care for older people and people with disabilities, excluding health care",5.168192,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,79,local_transport_motorcycles,Lokala transporter - motorcyklar,Local transport - Motorcycles,Local transport,Motorcycles,5.079291,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.7,0.0
S4,Scenario 4,Coordinated target-seeking transition,Scenario 4,80,other_consumption_insurance,Övrigt - insurance,Other consumption - Insurance,Other consumption,Insurance,5.017043,1.0,0.2,2029,0.7,0.7,0.0,70% via transition till förnybar energi,70% reduction through transition to renewable energy.,Low-carbon energy sources: Looking ahead to 2050 | McKinsey & Company,0.7,0.0
